"","AOI.Name","Trial","Stimulus","Category.Group","Index","Event.Start.Trial.Time","Event.End.Trial.Time","Event.Duration","Participant"
"324","Grid",14,"Folie20.jpg","Eye",27,8558.1,8789.8,208.8,"p1"
"325",NA,29,"Folie15.jpg","Eye",6,1145.2,1355.1,66.8,"p1"
"326","Grid",12,"Folie4.jpg","Eye",2,263.1,595.9,300.7,"p1"
"327",NA,22,"Folie13.jpg","Eye",10,5206.4,5255.7,17.2,"p1"
"328",NA,19,"Folie2.jpg","Eye",26,8406.9,8429.5,41.8,"p1"
"329","Fixation",22,"Folie13.jpg","Information",1,0,NA,NA,"p1"
"330","Grid",17,"Folie1.jpg","Eye",20,7023.3,7276.2,233.9,"p1"
"331","Grid",29,"Folie15.jpg","Eye",19,5737.1,5884.6,158.6,"p1"
"332","White Space",6,"Folie9.jpg","Eye",19,7226.9,7427.5,167,"p1"
"333",NA,22,"Folie13.jpg","Eye",13,5956.5,5957.8,50.1,"p1"
"334","Grid",18,"Folie11.jpg","Eye",15,5615.2,5817.2,175.2,"p1"
"335",NA,11,"Folie30.jpg","Eye",4,3263.2,3274.9,16.7,"p1"
"336",NA,27,"Folie18.jpg","Eye",7,3322.7,3381.9,16.7,"p1"
"337",NA,17,"Folie1.jpg","Eye",8,3416.9,3443.3,8.4,"p1"
"338",NA,6,"Folie9.jpg","Eye",9,2910.1,2920.9,16.7,"p1"
"339",NA,6,"Folie9.jpg","Eye",21,8866.4,8896.6,8.4,"p1"
"340",NA,25,"Folie28.jpg","Eye",9,3098.4,3165.4,33.4,"p1"
"341","Grid",5,"Folie12.jpg","Eye",14,3757.7,3951.7,166.9,"p1"
"342",NA,25,"Folie28.jpg","Eye",15,4493.4,4518.6,8.4,"p1"
"343",NA,20,"Folie29.jpg","Eye",17,5392.5,5400.8,50.1,"p1"
"344","Fixation",6,"Folie9.jpg","Eye",24,8392.8,8545.7,300.6,"p1"
"345",NA,19,"Folie2.jpg","Eye",26,8949.8,8945.2,8.3,"p1"
"346",NA,25,"Folie28.jpg","Eye",12,3726.5,3751.1,8.3,"p1"
"347",NA,14,"Folie20.jpg","Eye",15,4430.8,4450.6,8.3,"p1"
"348","Grid",30,"Folie17.jpg","Eye",21,8052.3,8212.2,217,"p1"
"349","Grid",5,"Folie12.jpg","Eye",30,8328.1,8859.5,542.7,"p1"
"350","Grid",18,"Folie11.jpg","Eye",3,2273.3,2418.6,150.3,"p1"
"351",NA,19,"Folie2.jpg","Eye",2,5827.2,5950,292.5,"p1"
"352","Grid",23,"Folie14.jpg","Eye",28,8717,8846.3,133.5,"p1"
"353",NA,20,"Folie29.jpg","Eye",17,4788.1,4811.5,16.7,"p1"
"354",NA,29,"Folie15.jpg","Information",1,0,NA,NA,"p1"
"355",NA,18,"Folie11.jpg","Eye",42,33496.2,35457.2,16.7,"p1"
"356",NA,13,"Folie7.jpg","Eye",18,5365.5,5368.1,8.4,"p1"
"357",NA,11,"Folie30.jpg","Eye",10,3383.2,3400.1,8.4,"p1"
"358","Grid",8,"Folie22.jpg","Eye",16,4577.6,4802.4,217.1,"p1"
"359",NA,30,"Folie17.jpg","Eye",11,3051.3,3109.2,16.7,"p1"
"360",NA,5,"Folie12.jpg","Eye",6,2505,2562.4,83.5,"p1"
"361",NA,25,"Folie28.jpg","Eye",17,5536.7,5562.6,16.7,"p1"
"362","Grid",6,"Folie9.jpg","Eye",12,4176.2,4560.8,609.7,"p1"
"363",NA,18,"Folie11.jpg","Eye",17,4696.9,4749.8,25.1,"p1"
"364",NA,16,"Folie27.jpg","Eye",8,3569.8,3572.4,25,"p1"
"365",NA,18,"Folie11.jpg","Eye",15,17446.5,18589.6,16.7,"p1"
"366",NA,14,"Folie20.jpg","Eye",3,2071.3,2161.2,116.9,"p1"
"367","Fixation",2,"Folie3.jpg","Eye",1,4.8,394.2,400.9,"p1"
"368","Grid",16,"Folie27.jpg","Eye",13,3401.7,3651.1,267.4,"p1"
"369",NA,7,"Folie26.jpg","Eye",7,3157.1,3198.9,8.4,"p1"
"370","Grid",16,"Folie27.jpg","Eye",19,6850.6,7002.8,133.6,"p1"
"371",NA,27,"Folie18.jpg","Eye",5,7805.1,7944.8,143.9,"p1"
"372","Target Word",21,"Folie10.jpg","Eye",19,6480.8,6677.4,217.3,"p1"
"373",NA,25,"Folie28.jpg","Eye",3,1520.2,1542.9,8.3,"p1"
"374","Grid",15,"Folie8.jpg","Eye",19,5219.1,5380,150.3,"p1"
"375",NA,30,"Folie17.jpg","Eye",11,3719.2,3747.3,16.7,"p1"
"376","Grid",21,"Folie10.jpg","Eye",13,4404.2,4870,334.1,"p1"
"377","Fixation",13,"Folie7.jpg","Eye",4,1091.6,2272.6,1135,"p1"
"378","White Space",6,"Folie9.jpg","Eye",4,1447.7,2229.4,250.4,"p1"
"379",NA,18,"Folie11.jpg","Information",1,0,NA,NA,"p1"
"380",NA,19,"Folie2.jpg","Eye",14,4452.4,4459.8,8.3,"p1"
"381","Grid",16,"Folie27.jpg","Eye",4,2317.7,2541.6,192.1,"p1"
"382",NA,3,"Folie25.jpg","Eye",5,2394.2,2419.8,41.8,"p1"
"383","Grid",26,"Folie5.jpg","Eye",20,6233.9,6388.1,141.9,"p1"
"384",NA,11,"Folie30.jpg","Eye",18,5425.3,5409.5,8.4,"p1"
"385","White Space",7,"Folie26.jpg","Eye",21,5972.9,6017.1,100.1,"p1"
"386","Grid",14,"Folie20.jpg","Eye",22,5399.2,5653.1,275.5,"p1"
"387",NA,3,"Folie25.jpg","Eye",1,7047.8,7078.5,459.3,"p1"
"388",NA,12,"Folie4.jpg","Eye",8,3012.8,3018.1,8.3,"p1"
"389","Grid",29,"Folie15.jpg","Eye",26,7261.6,7441.6,183.6,"p1"
"390",NA,20,"Folie29.jpg","Eye",12,3805.8,3815.2,16.7,"p1"
"391",NA,17,"Folie1.jpg","Eye",6,2759.1,2781.7,8.4,"p1"
"392",NA,6,"Folie9.jpg","Eye",4,678.6,681.2,8.3,"p1"
"393",NA,6,"Folie9.jpg","Eye",1,2651.7,2675.2,125.3,"p1"
"394","Grid",4,"Folie24.jpg","Eye",29,8545.8,8696.6,167,"p1"
"395","Grid",12,"Folie4.jpg","Eye",32,6819,7048.2,225.4,"p1"
"396",NA,6,"Folie9.jpg","Eye",15,4662.6,4670.5,25,"p1"
"397",NA,29,"Folie15.jpg","Eye",4,2740.7,2744.7,16.7,"p1"
"398",NA,10,"Folie23.jpg","Eye",1,4031.4,4504.7,867.8,"p1"
"399","Grid",12,"Folie4.jpg","Eye",10,3629.5,3852.9,208.9,"p1"
"400",NA,3,"Folie25.jpg","Eye",3,2231.6,2290,50.1,"p1"
"401","Grid",23,"Folie14.jpg","Eye",12,4052.2,4221.3,125.3,"p1"
"402",NA,8,"Folie22.jpg","Eye",4,1628.5,1625,8.4,"p1"
"403",NA,30,"Folie17.jpg","Eye",7,2440.5,2479.8,50.1,"p1"
"404",NA,21,"Folie10.jpg","Eye",2,7144.2,7299.6,133.6,"p1"
"405","Grid",14,"Folie20.jpg","Eye",13,3658.8,3899.2,317.3,"p1"
"406",NA,12,"Folie4.jpg","Eye",17,8465.6,8484.8,41.9,"p1"
"407",NA,21,"Folie10.jpg","Eye",20,5965.8,5965.9,8.3,"p1"
"408",NA,16,"Folie27.jpg","Eye",8,2687.9,2705.4,33.4,"p1"
"409","Grid",5,"Folie12.jpg","Eye",32,8570.2,8925.3,442.6,"p1"
"410",NA,19,"Folie2.jpg","Eye",6,2363.2,2387.7,16.7,"p1"
"411","Grid",10,"Folie23.jpg","Eye",21,6709.8,7701.9,1010.5,"p1"
"412","Grid",30,"Folie17.jpg","Eye",11,3869.1,4062.8,200.4,"p1"
"413","Target Word",2,"Folie3.jpg","Eye",15,5086.4,5427.2,200.5,"p1"
"414","Fixation",5,"Folie12.jpg","Eye",3,1952.2,2241.4,344.9,"p1"
"415","Grid",14,"Folie20.jpg","Eye",10,3829.5,4030.2,225.5,"p1"
"416",NA,25,"Folie28.jpg","Eye",16,8665.8,8659.8,8.4,"p1"
"417","Grid",21,"Folie10.jpg","Eye",10,3215.7,3382,167,"p1"
"418",NA,18,"Folie11.jpg","Eye",5,2172.2,2250.7,83.5,"p1"
"419",NA,6,"Folie9.jpg","Eye",4,2250.9,2270.9,33.4,"p1"
"420","White Space",3,"Folie25.jpg","Eye",14,6644.2,6697.9,91.8,"p1"
"421",NA,27,"Folie18.jpg","Eye",17,3895,3914.1,33.4,"p1"
"422","Fixation",18,"Folie11.jpg","Eye",3,312,387.5,83.5,"p1"
"423",NA,28,"Folie6.jpg","Eye",8,3515.1,3537.4,8.3,"p1"
"424","Target Word",25,"Folie28.jpg","Eye",6,2411.9,2670.3,258.9,"p1"
"425","Fixation",26,"Folie5.jpg","Eye",3,445.8,924.7,475.9,"p1"
"426",NA,10,"Folie23.jpg","Eye",22,7151.5,7167.2,17,"p1"
"427","Target Word",27,"Folie18.jpg","Eye",7,2482.1,2649.2,175.3,"p1"
"428",NA,8,"Folie22.jpg","Eye",21,6437.8,6450.7,16.7,"p1"
"429","Grid",15,"Folie8.jpg","Eye",30,7861.6,7933,83.5,"p1"
"430","Grid",14,"Folie20.jpg","Eye",17,5567.4,5877.6,317.4,"p1"
"431",NA,2,"Folie3.jpg","Eye",24,6551.2,6563.7,8.4,"p1"
"432",NA,16,"Folie27.jpg","Information",1,0,NA,NA,"p1"
"433",NA,2,"Folie3.jpg","Information",1,0,NA,NA,"p1"
"434","Grid",14,"Folie20.jpg","Eye",16,3772.8,3934,292.4,"p1"
"435",NA,9,"Folie16.jpg","Eye",17,4670.5,4696.5,16.7,"p1"
"436",NA,29,"Folie15.jpg","Eye",13,4950.2,4971.8,8.3,"p1"
"437",NA,8,"Folie22.jpg","Eye",2,3410.6,3869.1,500.9,"p1"
"438",NA,25,"Folie28.jpg","Eye",16,6374.8,6372.2,8.4,"p1"
"439",NA,25,"Folie28.jpg","Eye",17,7328.9,7343.4,8.4,"p1"
"440",NA,10,"Folie23.jpg","Eye",8,3414.8,3434.3,8.4,"p1"
"441","Grid",18,"Folie11.jpg","Eye",10,3681.9,3835.7,166.9,"p1"
"442","Grid",24,"Folie21.jpg","Eye",18,5515,5686.4,150.2,"p1"
"443","White Space",22,"Folie13.jpg","Eye",6,1893,2298,501.5,"p1"
"444","Grid",13,"Folie7.jpg","Eye",14,4012.4,4299.5,242.4,"p1"
"445","Grid",24,"Folie21.jpg","Eye",4,2294.2,2415.5,150.3,"p1"
"446","Target Word",20,"Folie29.jpg","Eye",7,2563.3,2766.7,208.7,"p1"
"447","White Space",23,"Folie14.jpg","Eye",5,2405.9,2515.3,125.3,"p1"
"448",NA,18,"Folie11.jpg","Eye",28,13745.8,13837.7,41.7,"p1"
"449","Grid",12,"Folie4.jpg","Eye",15,3146.6,3305.3,192.1,"p1"
"450","Fixation",30,"Folie17.jpg","Eye",5,1986.2,2258.5,317.3,"p1"
"451",NA,22,"Folie13.jpg","Eye",12,4516.7,4540.5,50.1,"p1"
"452",NA,10,"Folie23.jpg","Eye",1,257.6,335.8,83.5,"p1"
"453","Fixation",1,"Folie19.jpg","Eye",3,929.8,1123.9,100.2,"p1"
"454","Grid",22,"Folie13.jpg","Eye",11,4826.2,5333.8,367.3,"p1"
"455",NA,27,"Folie18.jpg","Eye",7,3207.2,3236,8.3,"p1"
"456","Target Word",9,"Folie16.jpg","Eye",19,5433.2,5569.1,75.2,"p1"
"457",NA,25,"Folie28.jpg","Eye",2,4372.3,4854.7,367.3,"p1"
"458",NA,13,"Folie7.jpg","Eye",18,8767.9,8808.6,33.4,"p1"
"459","Grid",13,"Folie7.jpg","Eye",24,8190.8,8355.1,152.7,"p1"
"460",NA,10,"Folie23.jpg","Eye",11,3728.6,3754.8,25,"p1"
"461","Grid",26,"Folie5.jpg","Eye",51,41127.5,41444.2,150.2,"p1"
"462","Grid",25,"Folie28.jpg","Eye",15,5061.3,5286.3,258.9,"p1"
"463",NA,21,"Folie10.jpg","Eye",14,4318,4325.6,83.5,"p1"
"464","Grid",5,"Folie12.jpg","Eye",16,4427.7,4581.2,141.9,"p1"
"465","Grid",8,"Folie22.jpg","Eye",20,5688.5,6021.5,367.3,"p1"
"466","Grid",8,"Folie22.jpg","Eye",11,3306.7,3477.5,208.8,"p1"
"467",NA,5,"Folie12.jpg","Eye",23,8114.1,8133.3,42.1,"p1"
"468","Grid",11,"Folie30.jpg","Eye",8,2648.3,2786.3,133.5,"p1"
"469","Grid",24,"Folie21.jpg","Eye",20,4891.4,4964.8,83.4,"p1"
"470",NA,16,"Folie27.jpg","Eye",33,8142.7,8151,8.3,"p1"
"471",NA,9,"Folie16.jpg","Eye",7,3206.9,3228,33.4,"p1"
"472","Grid",8,"Folie22.jpg","Eye",17,5462.9,5653.9,225.5,"p1"
"473","Grid",22,"Folie13.jpg","Eye",16,4949.6,5219.4,267.1,"p1"
"474","Grid",25,"Folie28.jpg","Eye",12,3752.6,4223.4,400.8,"p1"
"475",NA,5,"Folie12.jpg","Eye",4,2312.9,2391.8,58.4,"p1"
"476",NA,23,"Folie14.jpg","Eye",18,6061.4,6096,33.4,"p1"
"477",NA,16,"Folie27.jpg","Eye",21,7643.6,7668.3,8.5,"p1"
"478",NA,7,"Folie26.jpg","Eye",3,705.6,869.4,167,"p1"
"479","Grid",28,"Folie6.jpg","Eye",13,3810.8,4014.3,192,"p1"
"480","Grid",28,"Folie6.jpg","Eye",13,4245.4,4386,150.4,"p1"
"481",NA,23,"Folie14.jpg","Eye",13,6922.3,6918.6,16.7,"p1"
"482",NA,5,"Folie12.jpg","Eye",17,4582.3,4593.5,8.3,"p1"
"483",NA,19,"Folie2.jpg","Eye",19,7826.7,7846.1,108.6,"p1"
"484",NA,12,"Folie4.jpg","Eye",1,1216.3,2096.8,116.8,"p1"
"485","Grid",5,"Folie12.jpg","Eye",17,4596.9,4692.2,75.1,"p1"
"486",NA,28,"Folie6.jpg","Eye",6,2420.4,2412.9,25,"p1"
"487",NA,12,"Folie4.jpg","Eye",5,2046,2074.9,50.1,"p1"
"488",NA,20,"Folie29.jpg","Eye",5,2522.8,2548.5,50.1,"p1"
"489",NA,7,"Folie26.jpg","Eye",22,5977.2,6012,8.4,"p1"
"490","Grid",28,"Folie6.jpg","Eye",15,4179.7,4244.5,117,"p1"
"491",NA,15,"Folie8.jpg","Eye",17,5852.3,5913,50.1,"p1"
"492",NA,25,"Folie28.jpg","Eye",1,871.5,956.8,75.1,"p1"
"493",NA,24,"Folie21.jpg","Eye",4,7354.4,7331.5,150.3,"p1"
"494",NA,20,"Folie29.jpg","Eye",16,4632.1,4635.5,16.7,"p1"
"495",NA,3,"Folie25.jpg","Eye",1,699.3,709.6,16.7,"p1"
"496","Grid",15,"Folie8.jpg","Eye",21,5161.4,5237.4,108.5,"p1"
"497",NA,14,"Folie20.jpg","Eye",7,2257.2,2274,8.4,"p1"
"498",NA,25,"Folie28.jpg","Eye",14,4822.9,4821.6,8.4,"p1"
"499",NA,8,"Folie22.jpg","Eye",18,4679.1,4699.4,16.7,"p1"
"500",NA,18,"Folie11.jpg","Eye",12,2998.1,3014.1,33.4,"p1"
"501","Target Word",1,"Folie19.jpg","Eye",10,3521.6,3784,116.9,"p1"
"502","White Space",2,"Folie3.jpg","Eye",22,8345.7,8859.5,542.7,"p1"
"503",NA,28,"Folie6.jpg","Eye",2,429.5,415.2,8.3,"p1"
"504",NA,14,"Folie20.jpg","Eye",31,7833.6,7845.3,16.7,"p1"
"505",NA,19,"Folie2.jpg","Eye",24,5940.3,5970.9,8.4,"p1"
"506","Grid",25,"Folie28.jpg","Eye",11,3350.9,3526.2,167.1,"p1"
"507","Grid",19,"Folie2.jpg","Eye",1,1.4,326.9,333.9,"p1"
"508","Grid",10,"Folie23.jpg","Eye",23,5360.3,5487,125.3,"p1"
"509","Grid",22,"Folie13.jpg","Eye",13,5979,6222.3,275.7,"p1"
"510","Grid",15,"Folie8.jpg","Eye",26,7640.7,7830.2,176.8,"p1"
"511",NA,1,"Folie19.jpg","Eye",8,3942.9,3977.2,192,"p1"
"512",NA,27,"Folie18.jpg","Eye",11,5541,5586.9,66.8,"p1"
"513",NA,15,"Folie8.jpg","Eye",16,5443.5,5474.5,8.3,"p1"
"514",NA,28,"Folie6.jpg","Eye",2,468.1,509.5,25.1,"p1"
"515","Grid",6,"Folie9.jpg","Eye",1,1.7,235.7,233.8,"p1"
"516",NA,27,"Folie18.jpg","Eye",27,7669.8,7715.1,8.3,"p1"
"517",NA,3,"Folie25.jpg","Eye",3,1321.9,1368.1,8.3,"p1"
"518",NA,12,"Folie4.jpg","Eye",3,574.9,599.2,16.7,"p1"
"519","Grid",9,"Folie16.jpg","Eye",13,4161.4,4399.7,233.8,"p1"
"520","Grid",18,"Folie11.jpg","Eye",28,8772.4,8972.5,275.8,"p1"
"521","Grid",24,"Folie21.jpg","Eye",7,3849,4017.1,133.6,"p1"
"522","Grid",21,"Folie10.jpg","Eye",16,6907.8,7176.8,150.2,"p1"
"523","Grid",13,"Folie7.jpg","Eye",20,6343.2,6411.3,133.6,"p1"
"524",NA,21,"Folie10.jpg","Eye",14,3829.8,3835.9,33.4,"p1"
"525","Grid",6,"Folie9.jpg","Eye",25,5191.5,5503.9,308.9,"p1"
"526",NA,3,"Folie25.jpg","Eye",16,5377.8,5403.2,8.3,"p1"
"527",NA,6,"Folie9.jpg","Eye",1,4863.4,5127.9,202.4,"p1"
"528",NA,8,"Folie22.jpg","Eye",20,5687.7,5696.9,8.4,"p1"
"529","Target Word",5,"Folie12.jpg","Eye",26,7177,7351.2,150.3,"p1"
"530",NA,5,"Folie12.jpg","Eye",14,3643.7,3662.9,8.3,"p1"
"531",NA,19,"Folie2.jpg","Eye",19,7304,7294.4,8.4,"p1"
"532","Grid",10,"Folie23.jpg","Eye",16,3428.1,3697,158.7,"p1"
"533",NA,26,"Folie5.jpg","Eye",1,228.7,267.4,50.1,"p1"
"534",NA,29,"Folie15.jpg","Eye",1,5754.6,6045.1,425.9,"p1"
"535",NA,13,"Folie7.jpg","Eye",16,4441.4,4450.8,8.3,"p1"
"536","Grid",13,"Folie7.jpg","Eye",22,8764.9,9053.9,334,"p1"
"537","Grid",13,"Folie7.jpg","Eye",17,4649.3,4714.8,66.7,"p1"
"538",NA,8,"Folie22.jpg","Eye",1,267.5,316.8,43,"p1"
"539",NA,7,"Folie26.jpg","Eye",15,6490.6,6556.3,33.4,"p1"
"540",NA,24,"Folie21.jpg","Eye",17,4684.3,4679.1,16.7,"p1"
"541","Grid",14,"Folie20.jpg","Eye",14,5353.9,5635.1,275.5,"p1"
"542",NA,3,"Folie25.jpg","Eye",8,3263,3275.6,16.7,"p1"
"543","Grid",17,"Folie1.jpg","Eye",9,3077.2,3260.9,166.9,"p1"
"544",NA,23,"Folie14.jpg","Eye",12,3468.5,3508.2,41.8,"p1"
"545",NA,4,"Folie24.jpg","Eye",13,3880.9,3875,16.7,"p1"
"546","Grid",20,"Folie29.jpg","Eye",20,6785.8,7254.8,576.1,"p1"
"547",NA,30,"Folie17.jpg","Eye",3,1058.3,1077.5,8.4,"p1"
"548",NA,10,"Folie23.jpg","Eye",23,6317.2,6413.5,16.7,"p1"
"549",NA,30,"Folie17.jpg","Eye",2,5096.6,5324.5,359,"p1"
"550",NA,24,"Folie21.jpg","Eye",17,4824.9,4861.2,33.4,"p1"
"551",NA,3,"Folie25.jpg","Information",1,0,NA,NA,"p1"
"552","Grid",20,"Folie29.jpg","Eye",4,2305.7,2549.9,250.4,"p1"
"553",NA,26,"Folie5.jpg","Eye",1,5631.8,6471,751.5,"p1"
"554",NA,27,"Folie18.jpg","Eye",15,4744.5,4742.7,33.4,"p1"
"555","Grid",9,"Folie16.jpg","Eye",19,6552.4,6939.4,439.4,"p1"
"556","Grid",7,"Folie26.jpg","Eye",18,7691.1,7965.1,267.2,"p1"
"557",NA,1,"Folie19.jpg","Eye",5,2804.5,2848,16.7,"p1"
"558",NA,29,"Folie15.jpg","Eye",16,6349.3,6378.8,8.4,"p1"
"559",NA,26,"Folie5.jpg","Eye",2,8307.9,8468.3,192,"p1"
"560","Grid",29,"Folie15.jpg","Eye",11,3422.5,3547.5,125.3,"p1"
"561","Grid",25,"Folie28.jpg","Eye",26,6297,6485.1,150.3,"p1"
"562","Grid",21,"Folie10.jpg","Eye",22,7324.3,7439.2,75.2,"p1"
"563",NA,27,"Folie18.jpg","Eye",6,2211.4,2229.7,16.7,"p1"
"564",NA,3,"Folie25.jpg","Eye",1,7.6,24.3,25.1,"p1"
"565","Grid",29,"Folie15.jpg","Eye",24,7595.1,7832,242.2,"p1"
"566","Grid",30,"Folie17.jpg","Eye",26,7916.8,8365.8,467.2,"p1"
"567",NA,22,"Folie13.jpg","Eye",3,5424.9,6103.1,743.1,"p1"
"568",NA,10,"Folie23.jpg","Eye",11,3557.9,3571.7,33.4,"p1"
"569",NA,15,"Folie8.jpg","Eye",15,5147.9,5184.6,33.4,"p1"
"570",NA,9,"Folie16.jpg","Eye",2,691.9,697.9,8.4,"p1"
"571","Grid",18,"Folie11.jpg","Eye",7,2708.1,2857.2,167,"p1"
"572","Grid",20,"Folie29.jpg","Eye",15,4195.3,4357,192,"p1"
"573",NA,26,"Folie5.jpg","Eye",2,243.2,329.1,58.4,"p1"
"574","Grid",16,"Folie27.jpg","Eye",23,5849,5888.5,100.2,"p1"
"575","Grid",14,"Folie20.jpg","Eye",26,6142.4,6355.3,233.6,"p1"
"576",NA,13,"Folie7.jpg","Eye",5,2502.8,2501.9,8.4,"p1"
"577","Grid",14,"Folie20.jpg","Eye",5,2665.8,2911.5,258.8,"p1"
"578","Grid",7,"Folie26.jpg","Eye",18,5342.4,5578.8,258.9,"p1"
"579",NA,19,"Folie2.jpg","Eye",5,2487.7,2571.7,41.8,"p1"
"580",NA,30,"Folie17.jpg","Eye",12,3757.8,3805.3,25.1,"p1"
"581",NA,6,"Folie9.jpg","Eye",4,2006,1974.2,8.4,"p1"
"582","Target Word",13,"Folie7.jpg","Eye",6,2519.7,2600.3,116.8,"p1"
"583","Target Word",24,"Folie21.jpg","Eye",5,2525.2,2717.5,133.6,"p1"
"584",NA,18,"Folie11.jpg","Eye",30,15110.5,15374.3,125.2,"p1"
"585",NA,25,"Folie28.jpg","Eye",3,634.8,643.2,16.7,"p1"
"586",NA,24,"Folie21.jpg","Eye",1,288.3,316.8,33.4,"p1"
"587",NA,3,"Folie25.jpg","Eye",7,2711.5,2728.2,8.3,"p1"
"588",NA,7,"Folie26.jpg","Eye",11,4393.9,4425.1,16.7,"p1"
"589",NA,24,"Folie21.jpg","Eye",29,8968.1,9080.2,108.6,"p1"
"590","Grid",15,"Folie8.jpg","Eye",16,5099.4,5401.9,317.4,"p1"
"591",NA,16,"Folie27.jpg","Eye",4,8647.3,8782.3,100.2,"p1"
"592","Grid",3,"Folie25.jpg","Eye",13,4155.9,4439.8,367.5,"p1"
"593",NA,22,"Folie13.jpg","Eye",1,67.6,117,33.4,"p1"
"594","Fixation",9,"Folie16.jpg","Eye",7,2056.9,2251.4,183.7,"p1"
"595","Fixation",23,"Folie14.jpg","Eye",3,688.5,2260.7,1578.4,"p1"
"596","Target Word",13,"Folie7.jpg","Eye",5,2486.3,2847,325.7,"p1"
"597","Grid",5,"Folie12.jpg","Eye",14,4357.6,4559.9,183.6,"p1"
"598","Grid",28,"Folie6.jpg","Eye",11,3624.4,3699.2,108.6,"p1"
"599",NA,6,"Folie9.jpg","Eye",2,7821,7963,116.8,"p1"
"600",NA,5,"Folie12.jpg","Eye",22,7980.1,7974.9,8.3,"p1"
"601","Grid",30,"Folie17.jpg","Eye",21,5753.5,5900.6,75.2,"p1"
"602",NA,14,"Folie20.jpg","Eye",2,353.9,388.2,50.1,"p1"
"603",NA,14,"Folie20.jpg","Eye",1,4487.8,6024.3,1252.5,"p1"
"604","Grid",10,"Folie23.jpg","Eye",18,4595.7,4736.2,175.4,"p1"
"605","Fixation",21,"Folie10.jpg","Eye",3,888.4,1627.3,576.2,"p1"
"606",NA,16,"Folie27.jpg","Eye",26,5888.5,5899.5,8.4,"p1"
"607",NA,1,"Folie19.jpg","Eye",21,6224.5,6250.6,8.3,"p1"
"608",NA,27,"Folie18.jpg","Eye",30,8542.8,8570.2,8.4,"p1"
"609","Fixation",19,"Folie2.jpg","Eye",2,387.9,1598.7,1194.2,"p1"
"610",NA,18,"Folie11.jpg","Eye",16,4709,4723.7,16.7,"p1"
"611","Target Word",16,"Folie27.jpg","Eye",23,6857.9,7011.3,217.2,"p1"
"612","Grid",14,"Folie20.jpg","Eye",19,6071.9,6414.9,336.3,"p1"
"613",NA,28,"Folie6.jpg","Eye",27,6600.7,6619.1,8.4,"p1"
"614",NA,23,"Folie14.jpg","Eye",5,2377.8,2392.3,41.8,"p1"
"615",NA,5,"Folie12.jpg","Eye",25,7989.5,8003.1,16.7,"p1"
"616",NA,4,"Folie24.jpg","Eye",19,6237.4,6250.3,8.3,"p1"
"617","Grid",14,"Folie20.jpg","Eye",25,7282.3,7589.8,300.7,"p1"
"618",NA,2,"Folie3.jpg","Eye",14,4244,4280.1,16.7,"p1"
"619",NA,8,"Folie22.jpg","Eye",1,5440,6096,726.3,"p1"
"620",NA,29,"Folie15.jpg","Eye",26,7698.4,7721,8.4,"p1"
"621",NA,9,"Folie16.jpg","Eye",19,8081.6,8109.1,33.4,"p1"
"622","Grid",20,"Folie29.jpg","Eye",22,7341.6,7609.6,325.4,"p1"
"623",NA,18,"Folie11.jpg","Eye",17,5743.3,5766.4,58.4,"p1"
"624","Grid",3,"Folie25.jpg","Eye",28,8650,8880.1,284,"p1"
"625","Fixation",15,"Folie8.jpg","Eye",2,507.3,2249.7,1737,"p1"
"626",NA,2,"Folie3.jpg","Eye",16,5047.9,5061.5,16.7,"p1"
"627",NA,6,"Folie9.jpg","Eye",20,6175,6186.3,25.1,"p1"
"628",NA,5,"Folie12.jpg","Eye",15,4383.8,4393.8,8.4,"p1"
"629",NA,6,"Folie9.jpg","Eye",16,4534.1,4567.1,16.7,"p1"
"630","Grid",24,"Folie21.jpg","Eye",22,7285.8,7962.8,676.3,"p1"
"631",NA,21,"Folie10.jpg","Eye",3,2480.7,2498.8,8.3,"p1"
"632",NA,20,"Folie29.jpg","Eye",2,504.9,530.8,16.7,"p1"
"633",NA,2,"Folie3.jpg","Eye",13,4096.8,4099,33.4,"p1"
"634",NA,27,"Folie18.jpg","Eye",3,1054.7,1049.5,8.4,"p1"
"635",NA,16,"Folie27.jpg","Eye",10,2414.7,2443.2,8.4,"p1"
"636","Grid",30,"Folie17.jpg","Eye",10,3050.2,3248.3,200.3,"p1"
"637",NA,22,"Folie13.jpg","Eye",11,6439.4,6473.5,16.7,"p1"
"638","Grid",12,"Folie4.jpg","Eye",14,5349.9,5629.4,300.5,"p1"
"639",NA,6,"Folie9.jpg","Eye",15,5163.5,5182.4,33.4,"p1"
"640",NA,26,"Folie5.jpg","Eye",19,7857.9,7871.8,50.1,"p1"
"641","Target Word",1,"Folie19.jpg","Eye",15,4191.8,4322.2,283.8,"p1"
"642","Grid",28,"Folie6.jpg","Eye",17,6286.7,6580.5,292.2,"p1"
"643",NA,3,"Folie25.jpg","Eye",13,3965.6,3983.2,8.3,"p1"
"644","Fixation",11,"Folie30.jpg","Eye",2,432.2,640.9,250.6,"p1"
"645","Fixation",14,"Folie20.jpg","Eye",3,702.3,809.3,66.8,"p1"
"646","Grid",2,"Folie3.jpg","Eye",27,8548.5,8737.1,175.4,"p1"
"647","Grid",1,"Folie19.jpg","Eye",6,1703.5,1716.7,83.5,"p1"
"648","Grid",19,"Folie2.jpg","Eye",15,6363.3,6506.7,150.4,"p1"
