Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Saccade	Right	13	4564.8	4598.1	10918979.4	10919012.7	33.4	-	-	-	-	-	-	-	344.5	912.7	678.9	899.4	3.1	6504.7	7035.1	-6816.6	92.9	235.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Fixation	Right	14	4598.1	4731.7	10919012.7	10919146.3	133.5	685.9	892.1	13.3	13.3	3.2	13.3	14.0	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Saccade	Right	14	4731.7	4765.1	10919146.3	10919179.7	33.4	-	-	-	-	-	-	-	682.2	888.1	371.9	885.2	2.8	6139.5	7163.4	-7274.3	84.6	244.5	50.0	-	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Fixation	Right	15	4765.1	4982.2	10919179.7	10919396.8	217.1	365.5	886.4	13.0	13.0	3.2	20.0	6.9	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Blink	Right	1	5015.6	5533.3	10919430.2	10919947.9	517.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Saccade	Right	15	5533.3	5666.9	10919947.9	10920081.5	133.6	-	-	-	-	-	-	-	557.4	883.3	511.0	887.2	87.0	13366.5	41272.8	-41014.8	651.5	1379.1	25.0	-	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Fixation	Right	16	5666.9	5950.6	10920081.5	10920365.2	283.8	489.2	869.4	14.4	14.4	3.4	30.4	30.1	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Saccade	Right	16	5950.6	5967.3	10920365.2	10920381.9	16.7	-	-	-	-	-	-	-	494.8	869.0	425.2	873.1	0.8	2453.5	2588.4	-2307.3	47.6	93.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Fixation	Right	17	5967.3	6150.9	10920381.9	10920565.5	183.6	359.6	886.0	13.9	13.9	3.3	76.2	22.7	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Blink	Right	2	6167.6	6301.1	10920582.2	10920715.7	133.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Fixation	Right	18	6301.1	7853.3	10920715.7	10922267.9	1552.2	975.8	183.8	13.9	13.9	3.5	17.0	71.1	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Blink	Right	3	7870.0	8070.3	10922284.6	10922484.9	200.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial002	10914414.6	Folie3.jpg	0.0	9000.0	B002VS101	CornflowerBlue	90.2	Eye	Fixation	Right	19	8070.3	9088.7	10922484.9	10923503.3	1018.4	969.5	188.2	14.0	14.0	3.5	14.3	48.4	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Information	Separator	-	1	0.0	-	10923504.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie25.jpg
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	1	16.0	266.4	10923520.0	10923770.4	250.3	967.4	159.3	13.5	13.5	3.4	7.0	22.5	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	1	266.4	333.1	10923770.4	10923837.1	66.8	-	-	-	-	-	-	-	968.1	159.1	148.0	472.3	11.3	6725.5	10611.2	-9643.5	169.3	354.3	50.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	2	333.1	566.8	10923837.1	10924070.8	233.7	123.2	473.6	13.2	13.2	3.4	71.1	23.3	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	2	566.8	583.5	10924070.8	10924087.5	16.7	-	-	-	-	-	-	-	76.8	490.0	71.4	492.5	0.3	185.0	112.1	-270.2	15.2	19.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	3	583.5	2235.9	10924087.5	10925739.9	1652.4	73.2	503.3	12.9	12.9	3.3	65.5	21.5	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	3	2235.9	2352.8	10925739.9	10925856.8	116.8	-	-	-	-	-	-	-	118.4	491.9	872.8	187.9	13.4	6359.2	10919.8	-10874.0	115.0	364.2	28.6	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	4	2352.8	2653.3	10925856.8	10926157.3	300.5	915.9	183.2	12.9	12.9	3.3	80.7	14.5	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	4	2653.3	2703.4	10926157.3	10926207.4	50.1	-	-	-	-	-	-	-	953.6	174.8	399.7	372.1	6.8	7753.7	11484.2	-11151.9	135.1	387.0	66.7	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	5	2703.4	3037.4	10926207.4	10926541.4	334.0	401.8	382.8	12.9	12.9	3.2	15.2	14.4	-	-	-	-	-	-	-	-	-	-	-	Cell 1	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	5	3037.4	3054.1	10926541.4	10926558.1	16.7	-	-	-	-	-	-	-	397.5	385.8	537.4	385.9	0.8	3720.2	5583.8	-5436.3	48.4	186.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	6	3054.1	3221.0	10926558.1	10926725.0	167.0	540.1	397.8	13.0	13.0	3.2	10.4	36.7	-	-	-	-	-	-	-	-	-	-	-	Cell 1	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Blink	Right	1	3237.7	4122.3	10926741.7	10927626.3	884.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	7	4122.3	4322.6	10927626.3	10927826.6	200.3	395.6	398.8	14.0	14.0	3.5	6.3	10.5	-	-	-	-	-	-	-	-	-	-	-	Cell 1	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	6	4322.6	4356.0	10927826.6	10927860.0	33.4	-	-	-	-	-	-	-	393.3	404.3	772.1	403.6	3.9	6838.3	8094.7	-7713.6	118.2	270.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	8	4356.0	4522.9	10927860.0	10928026.9	166.9	817.9	398.5	13.8	13.8	3.4	90.0	8.6	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	7	4522.9	4539.6	10928026.9	10928043.6	16.7	-	-	-	-	-	-	-	762.8	399.0	740.0	400.2	0.7	1234.3	-341.9	-2669.3	41.8	119.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	9	4539.6	4756.6	10928043.6	10928260.6	217.0	746.6	405.1	13.7	13.7	3.4	52.7	7.9	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	8	4756.6	4773.3	10928260.6	10928277.3	16.7	-	-	-	-	-	-	-	791.6	407.7	863.6	407.5	0.7	2398.4	2762.2	-2520.1	43.7	96.2	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	10	4773.3	4942.6	10928277.3	10928446.6	169.3	864.5	402.9	13.6	13.6	3.3	11.9	7.4	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	9	4942.6	4959.6	10928446.6	10928463.6	17.0	-	-	-	-	-	-	-	867.3	400.1	775.8	397.3	0.6	2433.5	3636.4	-3204.7	35.8	122.2	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	11	4959.6	5146.9	10928463.6	10928650.9	187.3	752.8	403.1	13.5	13.5	3.3	28.8	9.4	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	10	5146.9	5163.9	10928650.9	10928667.9	17.0	-	-	-	-	-	-	-	751.5	406.7	993.8	406.2	1.9	7482.5	9673.3	-9580.8	108.9	323.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	12	5163.9	5453.3	10928667.9	10928957.3	289.4	1072.6	402.1	13.4	13.4	3.3	86.7	8.7	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	11	5453.3	5470.3	10928957.3	10928974.3	17.0	-	-	-	-	-	-	-	1077.9	397.5	1179.0	395.3	0.6	2582.7	3969.4	-3681.3	35.8	135.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	13	5470.3	5741.4	10928974.3	10929245.4	271.1	1191.5	387.1	13.1	13.1	3.3	23.5	15.9	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	12	5741.4	5758.1	10929245.4	10929262.1	16.7	-	-	-	-	-	-	-	1197.8	380.6	1082.0	378.6	0.7	3015.8	4517.1	-4489.0	40.8	154.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	14	5758.1	6025.3	10929262.1	10929529.3	267.2	1111.1	378.4	13.1	13.1	3.3	93.2	6.4	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	13	6025.3	6042.0	10929529.3	10929546.0	16.7	-	-	-	-	-	-	-	1171.4	374.1	1174.7	372.7	0.1	50.8	57.1	-94.9	3.7	4.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	15	6042.0	7110.8	10929546.0	10930614.8	1068.8	1198.9	365.8	13.1	13.1	3.3	73.6	19.1	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	14	7110.8	7127.5	10930614.8	10930631.5	16.7	-	-	-	-	-	-	-	1248.3	360.9	1389.1	356.5	1.0	4031.4	5586.0	-5351.6	60.7	188.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	16	7127.5	7294.6	10930631.5	10930798.6	167.0	1399.8	354.5	12.8	12.8	3.3	25.4	6.1	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	15	7294.6	7311.3	10930798.6	10930815.3	16.7	-	-	-	-	-	-	-	1409.2	350.4	1547.3	349.0	0.8	3582.6	5480.7	-5199.6	49.7	184.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	17	7311.3	7444.8	10930815.3	10930948.8	133.6	1551.8	344.4	12.8	12.8	3.3	16.0	9.0	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	16	7444.8	7478.2	10930948.8	10930982.2	33.4	-	-	-	-	-	-	-	1558.4	340.0	1119.4	335.8	4.3	8092.4	8914.0	-8138.0	130.0	300.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	18	7478.2	7928.9	10930982.2	10931432.9	450.7	1069.9	354.5	12.9	12.9	3.3	63.7	30.2	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	17	7928.9	7945.5	10931432.9	10931449.5	16.7	-	-	-	-	-	-	-	1116.1	366.0	1213.3	366.9	0.8	2992.2	3824.8	-3757.5	46.7	129.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	19	7945.5	8646.4	10931449.5	10932150.4	700.9	1209.3	372.1	12.7	12.7	3.2	14.0	12.1	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	18	8646.4	8679.8	10932150.4	10932183.8	33.4	-	-	-	-	-	-	-	1208.4	371.8	1560.9	374.3	3.3	6907.0	8392.2	-8086.9	97.9	280.8	50.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	20	8679.8	8880.1	10932183.8	10932384.1	200.3	1557.7	366.5	12.5	12.5	3.2	15.3	21.3	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Saccade	Right	19	8880.1	8896.8	10932384.1	10932400.8	16.7	-	-	-	-	-	-	-	1548.5	353.8	1325.5	349.2	1.6	6311.7	8844.5	-8509.0	98.6	297.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial003	10923504.0	Folie25.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.2	Eye	Fixation	Right	21	8896.8	9080.4	10932400.8	10932584.4	183.6	1256.0	344.1	12.7	12.7	3.2	82.1	8.1	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Information	Separator	-	1	0.0	-	10932596.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie24.jpg
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	1	4.5	71.3	10932601.1	10932667.9	66.8	1246.0	353.7	12.6	12.6	-	23.0	9.1	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	1	71.3	104.7	10932667.9	10932701.3	33.4	-	-	-	-	-	-	-	1263.8	358.8	1555.7	362.1	3.0	5372.8	8515.5	-7928.9	89.5	288.8	50.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	2	104.7	271.6	10932701.3	10932868.2	166.9	1573.6	363.5	12.4	12.4	3.2	27.1	11.9	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	2	271.6	355.1	10932868.2	10932951.7	83.5	-	-	-	-	-	-	-	1582.8	356.6	249.3	377.5	19.0	7385.8	12342.6	-11151.3	227.2	470.0	60.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	3	355.1	488.7	10932951.7	10933085.3	133.6	264.7	398.7	12.9	12.9	3.2	22.9	31.5	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	3	488.7	505.3	10933085.3	10933102.0	16.7	-	-	-	-	-	-	-	264.1	409.0	82.1	524.6	1.4	5790.3	8484.4	-8492.0	81.9	287.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	4	505.3	2258.3	10933102.0	10934854.9	1753.0	73.6	493.2	12.8	12.8	3.2	27.4	41.4	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	4	2258.3	2308.4	10934854.9	10934905.0	50.1	-	-	-	-	-	-	-	85.0	492.0	821.3	211.6	9.2	10638.0	16278.4	-10911.8	183.9	545.5	33.3	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	5	2308.4	2391.8	10934905.0	10934988.5	83.5	822.0	211.0	13.0	13.0	3.2	3.8	4.1	-	-	-	-	-	-	-	-	-	-	-	White Space	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	5	2391.8	2408.5	10934988.5	10935005.1	16.7	-	-	-	-	-	-	-	822.6	208.9	958.1	180.6	0.9	3689.1	5396.4	-5164.5	53.0	184.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	6	2408.5	2725.6	10935005.1	10935322.3	317.1	969.5	164.3	12.8	12.8	3.2	29.4	20.6	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	6	2725.6	2759.0	10935322.3	10935355.6	33.4	-	-	-	-	-	-	-	945.2	163.4	481.1	363.8	4.9	9414.1	11736.0	-11166.0	146.5	391.9	50.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	7	2759.0	3009.4	10935355.6	10935606.0	250.4	446.4	376.6	12.7	12.7	3.2	75.9	22.2	-	-	-	-	-	-	-	-	-	-	-	Cell 1	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	7	3009.4	3076.1	10935606.0	10935672.7	66.8	-	-	-	-	-	-	-	406.9	386.0	371.8	659.4	4.5	3557.4	10559.3	-8270.8	66.8	357.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	8	3076.1	3326.5	10935672.7	10935923.1	250.3	359.1	656.0	12.8	12.8	3.1	30.5	63.0	-	-	-	-	-	-	-	-	-	-	-	Cell 2	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	8	3326.5	3359.9	10935923.1	10935956.5	33.4	-	-	-	-	-	-	-	360.6	656.7	356.6	898.9	2.3	4621.3	5105.8	-4739.6	69.8	173.4	50.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	9	3359.9	3593.5	10935956.5	10936190.1	233.7	363.4	896.2	12.7	12.7	3.1	84.2	13.0	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	9	3593.5	3610.2	10936190.1	10936206.8	16.7	-	-	-	-	-	-	-	439.4	897.9	664.5	894.2	1.8	6546.9	8889.3	-8298.8	107.3	300.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	10	3610.2	3793.8	10936206.8	10936390.4	183.6	698.9	892.4	13.0	13.0	3.1	45.9	10.5	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	10	3793.8	3827.2	10936390.4	10936423.8	33.4	-	-	-	-	-	-	-	707.7	895.3	725.7	524.6	3.4	7195.0	10258.3	-9947.3	103.1	345.2	50.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	11	3827.2	3960.7	10936423.8	10936557.4	133.5	742.7	515.8	12.9	12.9	3.1	24.5	17.4	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	11	3960.7	3977.4	10936557.4	10936574.1	16.7	-	-	-	-	-	-	-	750.2	509.1	752.3	381.1	0.9	3560.5	4912.2	-4761.7	54.3	170.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	12	3977.4	4177.8	10936574.1	10936774.4	200.3	749.4	398.5	12.8	12.8	3.1	5.6	27.2	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	12	4177.8	4211.2	10936774.4	10936807.8	33.4	-	-	-	-	-	-	-	746.9	398.2	1082.8	402.7	3.0	6605.2	9896.8	-9856.6	91.0	332.1	50.0	-	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Fixation	Right	13	4211.2	4411.6	10936807.8	10937008.2	200.4	1087.9	415.1	12.8	12.8	3.2	9.0	22.1	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial004	10932596.6	Folie24.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.6	Eye	Saccade	Right	13	4411.6	4428.2	10937008.2	10937024.9	16.7	-	-	-	-	-	-	-	1088.6	424.8	1089.6	625.2	1.3	5446.1	7980.4	-7528.4	77.3	267.4	100.0	-	-	-	-	-	-	-	-	-	-
